Total_Children,Available_Caregivers,Shelter_Capacity,Emergency_Cases,Average_Stay_Days,Budget,Region,Age_Group,Care_Load
232,52,34,38,127,77377,North,Teen,High
261,49,97,18,94,370480,East,Child,High
232,29,257,14,33,387456,West,Teen,High
200,29,152,31,106,297663,East,Child,High
192,23,202,20,105,407085,South,Teen,High
179,43,182,0,114,371373,North,Child,Low
183,31,296,5,176,115679,East,Child,Medium
207,78,186,26,113,499864,South,Child,Medium
210,67,191,22,177,337842,South,Teen,Medium
275,72,243,30,33,460299,East,Teen,High
202,23,55,11,63,95169,East,Teen,Medium
136,32,321,20,147,465918,North,Teen,Medium
215,37,218,1,74,410718,North,Teen,Medium
53,14,151,4,100,353166,West,Child,Low
71,34,259,8,48,116543,North,Teen,Low
131,26,88,19,168,405099,East,Child,Medium
271,7,125,17,88,158768,West,Child,High
101,79,291,21,125,256782,South,Child,Low
251,52,341,7,61,408560,South,Child,Medium
246,6,165,33,121,450419,East,Teen,High
252,58,312,8,68,240844,West,Teen,Medium
240,10,149,6,103,348636,West,Teen,High
61,44,54,29,42,406669,North,Teen,Low
40,6,175,17,149,273939,South,Teen,Low
61,77,41,26,31,160230,South,Teen,Low
132,6,116,15,21,400663,North,Child,Medium
124,78,138,20,67,370780,South,Teen,Low
211,59,295,4,15,105639,North,Child,Low
36,76,251,28,68,90685,South,Child,Low
139,64,103,36,43,267501,South,Child,Medium
148,10,339,21,134,327883,South,Child,Medium
149,23,131,13,119,473133,North,Teen,Medium
79,31,166,18,161,70704,South,Teen,Low
67,5,220,34,49,407832,South,Child,Medium
48,37,171,23,92,359527,West,Teen,Low
116,44,102,5,84,253814,South,Child,Low
29,36,196,2,163,269864,East,Child,Low
261,73,197,33,13,74307,South,Child,High
251,21,83,1,159,316860,South,Child,Medium
296,12,288,14,109,499486,West,Teen,High
222,61,140,36,129,150924,West,Child,High
266,46,261,14,82,462136,North,Teen,High
283,13,190,31,49,481087,North,Child,High
233,39,48,20,175,92928,East,Teen,High
219,75,319,16,112,325731,West,Teen,Medium
98,57,79,33,154,313339,North,Teen,Low
192,58,204,31,103,437855,North,Child,Medium
88,29,331,22,165,468299,North,Child,Low
106,71,213,34,31,296164,West,Teen,Low
120,66,214,36,44,428126,West,Teen,Medium
27,59,336,36,30,203510,East,Child,Low
219,50,339,32,87,70009,West,Teen,High
106,28,110,24,177,156172,West,Teen,Medium
62,50,185,36,177,413267,West,Teen,Low
128,26,304,39,30,310226,East,Child,High
171,15,312,20,74,301505,South,Child,High
36,52,278,37,71,325840,South,Child,Low
152,12,176,39,10,440877,North,Child,High
167,43,36,33,32,57564,South,Child,Medium
296,39,186,18,17,53637,South,Child,High
251,53,200,26,67,281249,East,Teen,High
247,50,98,8,17,198862,East,Teen,Medium
158,42,123,4,133,143695,South,Teen,Low
230,12,215,4,44,252122,South,Teen,High
47,58,199,24,169,280953,South,Teen,Low
70,41,233,25,35,237996,North,Teen,Low
280,44,71,18,21,268371,East,Child,High
280,38,42,29,141,324712,South,Teen,High
27,21,183,35,113,143539,West,Teen,Medium
157,37,303,15,68,310515,South,Child,Medium
57,51,327,6,61,382991,West,Child,Low
130,56,80,17,145,91596,North,Teen,Low
239,13,241,20,169,350459,West,Teen,High
242,37,173,30,146,67191,East,Teen,High
155,64,32,0,29,167083,North,Child,Low
275,25,283,2,126,333052,North,Child,High
68,62,285,30,82,182487,South,Child,Low
97,73,127,24,61,90276,North,Child,Low
124,14,202,7,75,97650,North,Teen,Medium
188,10,179,0,92,114427,West,Teen,Medium
236,17,308,6,117,134369,South,Teen,High
138,69,88,6,104,196478,East,Child,Low
209,24,142,7,174,472552,South,Child,Medium
274,61,272,18,174,144957,East,Teen,High
285,50,339,16,51,282872,West,Teen,High
168,12,86,10,120,389460,North,Teen,Medium
183,14,89,10,176,89871,North,Child,Medium
159,77,245,37,173,324365,South,Teen,Medium
277,71,262,1,135,71116,South,Child,Medium
288,15,84,3,94,483006,South,Teen,High
200,16,237,27,115,286871,North,Teen,High
179,14,92,32,94,91474,North,Child,High
245,29,213,10,133,268091,West,Child,High
30,53,340,2,143,90100,East,Child,Low
29,53,310,39,139,167982,South,Teen,Low
290,15,55,4,16,298668,North,Child,High
292,66,206,20,170,317560,East,Teen,High
202,40,92,21,110,65251,South,Child,Medium
172,43,102,36,126,470290,South,Teen,High
143,57,196,10,57,293148,East,Child,Low
133,60,254,21,164,309463,East,Child,Low
297,5,94,12,104,258772,East,Teen,High
232,60,98,2,177,366966,North,Child,Low
191,8,38,12,41,249076,West,Teen,High
193,34,265,27,123,494796,South,Teen,High
132,16,227,10,63,236372,South,Teen,Medium
141,39,202,10,58,93655,East,Child,Low
51,56,311,20,150,445243,North,Teen,Low
241,35,57,20,5,139091,East,Child,High
138,72,325,6,153,193016,North,Child,Low
58,56,163,16,32,312459,West,Teen,Low
287,11,56,13,116,260741,South,Child,High
252,26,67,32,20,217829,South,Teen,High
37,79,225,10,32,305053,North,Teen,Low
168,60,232,12,154,148834,West,Teen,Low
168,62,114,0,116,467484,West,Teen,Low
145,68,349,33,133,158898,South,Teen,Medium
257,16,59,8,120,363155,South,Teen,High
154,11,128,12,174,90640,East,Child,Medium
170,59,219,36,102,425946,North,Child,Medium
255,66,41,29,74,211039,South,Child,High
243,77,120,36,96,141331,West,Child,High
222,59,59,6,7,78798,West,Child,Medium
275,40,242,13,85,158262,South,Teen,High
105,28,67,5,48,411515,West,Child,Low
169,48,89,33,159,343605,North,Teen,Medium
254,21,323,15,28,411175,West,Child,High
41,6,172,36,152,394307,West,Child,Medium
288,17,209,35,164,375640,South,Teen,High
277,35,314,5,103,141897,North,Child,High
48,32,141,7,145,116247,North,Child,Low
232,64,259,23,116,192157,East,Child,Medium
69,31,50,2,175,143262,North,Teen,Low
114,19,174,3,152,131085,East,Child,Low
107,37,175,31,127,177061,South,Teen,Medium
63,24,345,0,116,370996,West,Child,Low
297,46,195,33,134,255070,North,Teen,High
190,16,169,8,72,158293,East,Child,Medium
208,77,232,11,95,314704,North,Teen,Low
203,27,273,9,64,268131,South,Teen,Medium
22,76,142,9,136,69944,East,Child,Low
210,18,230,22,128,379857,East,Child,High
137,29,343,5,100,296597,East,Child,Low
38,35,288,23,149,70098,South,Teen,Low
42,58,284,23,133,282454,East,Child,Low
49,9,52,20,37,77475,West,Teen,Low
127,17,275,30,34,485952,South,Child,Medium
147,32,340,29,9,202488,West,Child,Medium
248,47,347,33,122,309381,West,Teen,High
130,51,116,17,144,260728,South,Child,Low
155,75,248,11,164,428482,North,Child,Low
205,42,56,34,42,52948,West,Child,High
163,71,319,6,21,183592,South,Teen,Low
91,66,318,39,113,253877,West,Teen,Low
148,43,252,24,44,439438,East,Teen,Medium
280,41,207,5,156,112976,West,Teen,Medium
22,12,177,0,144,194408,West,Child,Low
123,56,256,15,115,241184,West,Child,Low
243,37,215,3,132,291806,East,Child,Medium
29,46,323,28,99,326164,West,Teen,Low
250,31,70,37,151,142816,South,Child,High
238,12,220,27,33,376710,West,Teen,High
85,27,108,21,149,421158,South,Child,Low
131,68,234,7,77,197818,West,Teen,Low
32,24,307,31,25,304601,West,Teen,Low
105,20,301,32,64,379936,West,Child,Medium
253,21,61,12,102,417800,North,Teen,High
109,23,171,26,79,405392,North,Teen,Medium
73,12,280,17,123,128372,East,Child,Low
31,42,323,17,152,206783,South,Teen,Low
228,42,127,12,117,316502,East,Teen,Medium
33,57,165,21,118,192411,South,Child,Low
140,35,306,13,107,82039,East,Teen,Medium
39,48,341,10,84,432129,East,Teen,Low
94,64,331,38,67,333389,West,Teen,Low
262,21,72,21,61,179024,West,Child,High
242,77,149,35,33,293859,West,Child,High
89,43,249,16,133,329403,West,Child,Low
230,46,75,31,128,111086,West,Child,High
120,52,265,13,63,236179,East,Teen,Low
205,16,77,28,90,253737,South,Child,High
151,22,227,5,75,234075,North,Child,Medium
130,10,113,3,93,229861,North,Child,Medium
151,47,60,10,102,288720,South,Child,Low
39,39,190,39,48,483789,North,Teen,Low
43,58,100,9,120,499024,East,Teen,Low
246,66,37,27,79,222660,South,Child,High
173,73,81,10,147,388891,South,Teen,Low
249,20,74,34,167,276805,North,Child,High
221,12,322,14,27,180196,North,Child,High
57,35,329,7,49,131164,East,Teen,Low
279,14,67,19,96,469516,West,Teen,High
207,60,260,20,17,228164,South,Teen,Medium
76,74,291,0,38,395192,West,Teen,Low
39,24,97,28,170,280395,North,Teen,Low
292,9,208,23,74,491624,South,Teen,High
138,27,215,29,112,434406,West,Child,Medium
90,13,230,39,137,266919,East,Teen,Medium
23,62,42,34,130,115124,East,Child,Low
240,63,243,32,172,347753,East,Child,High
33,58,249,19,25,454355,South,Child,Low
22,50,315,15,160,219317,South,Child,Low
235,26,273,8,135,288242,South,Child,Medium
248,68,287,30,27,493376,South,Teen,High
205,12,87,16,23,264218,South,Teen,High
74,24,65,30,54,231859,West,Child,Medium
273,55,222,22,24,210024,West,Child,High
43,43,79,5,120,114403,East,Teen,Low
181,41,61,29,96,303021,West,Child,Medium
177,54,127,6,97,271507,West,Teen,Low
101,38,72,39,87,127538,East,Teen,Medium
178,79,339,10,57,450745,East,Teen,Low
207,37,76,33,127,264677,North,Child,High
79,35,299,11,89,360622,East,Child,Low
230,58,340,26,86,112525,West,Child,Medium
171,48,92,11,13,119248,South,Child,Low
128,38,48,12,8,179210,East,Child,Low
95,75,130,7,173,351970,North,Child,Low
49,66,66,15,29,331472,West,Child,Low
136,27,136,28,38,133247,North,Child,Medium
211,50,121,34,77,318050,North,Teen,High
38,60,337,28,141,304590,West,Child,Low
192,11,214,30,86,341251,North,Teen,High
247,65,245,12,145,363556,West,Teen,Medium
202,7,57,11,141,133349,North,Teen,High
132,42,65,1,8,306817,South,Child,Low
202,38,349,32,166,452369,East,Child,High
165,48,47,7,11,358357,South,Child,Low
135,34,225,39,19,212751,South,Teen,High
132,21,107,31,42,425776,North,Child,Medium
270,63,196,37,95,134388,East,Child,High
270,14,119,27,56,425102,East,Teen,High
137,22,293,14,85,462828,East,Child,Medium
180,49,237,22,104,80907,North,Teen,Medium
217,63,241,23,11,145707,South,Teen,Medium
279,66,300,12,111,441329,West,Teen,Medium
167,63,292,20,49,365695,West,Child,Medium
259,53,302,11,63,185038,West,Teen,Medium
66,67,243,12,126,157412,East,Teen,Low
217,36,93,38,25,235505,West,Child,High
66,14,41,22,160,202473,South,Teen,Medium
97,15,239,27,7,202611,West,Child,Medium
143,74,341,13,146,346162,East,Child,Low
94,66,203,16,6,371686,East,Teen,Low
156,51,285,23,33,113534,West,Child,Medium
109,38,130,33,150,267065,East,Child,Medium
80,21,45,21,41,86555,West,Child,Medium
157,58,226,9,177,146915,East,Child,Low
69,44,287,7,49,322614,North,Teen,Low
278,23,273,20,156,350570,North,Child,High
126,71,278,36,124,255801,South,Child,Medium
132,57,134,6,50,365068,North,Child,Low
273,68,211,25,144,281588,West,Child,High
137,51,184,12,57,417411,East,Teen,Low
217,10,316,15,49,371098,South,Teen,High
70,20,198,29,36,436651,West,Child,Medium
264,76,76,30,22,217831,West,Teen,High
54,22,72,4,17,326879,South,Child,Low
88,56,335,31,136,97011,South,Teen,Low
68,52,250,15,27,422865,West,Child,Low
93,47,30,8,66,290381,East,Child,Low
211,43,229,21,58,437517,West,Teen,Medium
280,53,173,39,73,348815,East,Teen,High
89,16,57,36,172,435052,South,Teen,Medium
109,14,307,13,18,276505,West,Teen,Medium
279,75,70,15,102,469052,North,Teen,Medium
145,59,176,19,32,414118,West,Child,Low
250,5,207,14,99,301487,East,Child,High
148,53,344,25,75,398958,West,Child,Medium
299,40,196,8,71,178338,East,Child,High
119,25,152,0,161,268510,North,Teen,Low
201,41,103,34,104,110854,South,Teen,High
193,28,268,19,65,363632,North,Child,Medium
207,59,278,5,107,86091,East,Child,Low
76,29,292,9,141,188192,South,Teen,Low
50,11,281,32,123,57859,South,Teen,Medium
103,75,140,15,21,279475,West,Teen,Low
171,75,209,35,53,473827,North,Teen,Medium
55,28,217,5,82,226549,East,Teen,Low
232,15,337,18,50,187858,East,Child,High
125,77,236,30,97,411141,South,Child,Low
239,16,263,1,125,333329,West,Child,Medium
182,39,53,17,17,146726,East,Child,Medium
239,67,55,27,49,119245,West,Teen,Medium
289,72,247,3,21,165718,South,Child,Medium
139,61,39,0,51,113906,South,Child,Low
201,17,46,15,66,398539,South,Child,High
125,27,274,1,47,119745,West,Child,Low
236,43,235,35,72,138915,East,Child,High
224,16,287,0,128,461219,North,Teen,Medium
89,38,141,38,113,289464,West,Child,Medium
63,75,234,22,32,141087,South,Child,Low
247,79,56,25,177,396580,North,Teen,Medium
203,35,100,10,173,390060,North,Teen,Medium
126,66,205,0,98,59707,North,Teen,Low
103,17,231,10,122,205451,North,Teen,Low
269,35,277,23,168,100277,North,Child,High
40,6,147,9,95,402748,South,Teen,Low
215,19,38,13,88,253514,East,Child,High
197,61,115,13,37,393575,North,Teen,Medium
26,79,52,6,29,366900,East,Child,Low
89,38,269,22,23,266028,East,Teen,Low
146,72,102,21,179,130748,West,Teen,Low
179,79,56,35,110,129859,South,Child,Medium
267,33,110,26,37,410614,North,Child,High
222,70,113,1,71,373723,East,Teen,Low
167,20,228,38,146,431021,West,Child,High
162,43,72,18,165,122884,East,Child,Medium
218,41,292,6,46,247183,North,Child,Medium
173,25,121,11,99,221011,South,Child,Medium
161,48,113,2,51,304557,South,Teen,Low
184,23,329,4,39,458964,North,Child,Medium
40,75,325,7,121,118879,East,Teen,Low
101,12,164,13,164,166506,West,Child,Medium
88,70,310,35,80,92115,South,Teen,Low
150,45,88,6,146,374167,South,Teen,Low
106,79,270,6,150,137943,East,Teen,Low
237,74,127,31,132,354639,East,Teen,Medium
180,65,91,7,59,421373,East,Child,Low
197,30,293,11,102,483963,West,Child,Medium
136,75,142,9,112,202627,East,Teen,Low
215,74,175,13,53,469839,West,Child,Low
105,33,245,8,117,218381,North,Child,Low
100,70,285,37,138,302140,West,Teen,Low
171,23,345,29,74,266852,East,Child,High
80,72,345,4,90,493882,West,Child,Low
80,62,287,0,140,274535,West,Child,Low
47,74,223,0,147,444283,West,Child,Low
62,61,43,19,158,67265,South,Teen,Low
188,41,333,10,43,122445,East,Teen,Medium
105,65,132,25,135,202488,West,Child,Low
196,34,274,2,14,391916,East,Teen,Medium
36,75,274,5,7,409045,North,Teen,Low
117,77,341,10,50,233863,West,Teen,Low
217,29,297,7,154,207197,West,Teen,Medium
117,69,253,28,71,257537,North,Child,Low
84,10,249,9,101,365853,East,Child,Low
24,22,340,33,23,353204,North,Child,Low
21,14,246,23,66,81411,North,Teen,Low
41,15,33,16,102,102684,North,Child,Low
131,69,65,31,61,216656,North,Child,Low
76,69,207,10,99,384091,East,Child,Low
85,56,286,33,111,212674,West,Teen,Low
117,71,46,23,92,426169,North,Child,Low
163,35,228,4,145,122740,North,Teen,Low
144,21,347,28,148,68899,South,Teen,Medium
186,59,77,33,148,271125,East,Teen,Medium
105,40,91,15,119,250660,North,Teen,Low
95,30,98,24,123,492626,South,Teen,Medium
78,57,176,36,56,107852,North,Child,Low
157,21,191,7,45,481770,East,Teen,Medium
118,29,256,28,52,193085,South,Teen,Medium
211,6,259,24,95,488580,South,Teen,High
262,9,207,22,43,180320,East,Child,High
68,8,85,33,17,415168,South,Child,Medium
51,40,107,2,136,490429,South,Child,Low
296,10,299,29,100,479710,North,Child,High
39,25,235,33,113,50678,South,Teen,Medium
173,30,310,31,108,211424,West,Teen,High
87,59,257,28,102,357941,East,Child,Low
233,43,268,8,47,190170,North,Teen,Medium
162,37,317,1,92,189531,South,Child,Low
251,18,111,38,97,351038,West,Child,High
232,60,279,6,178,410346,North,Child,Medium
98,25,222,4,130,390907,East,Teen,Low
233,50,135,7,113,120442,South,Child,Medium
135,20,218,31,51,57898,East,Child,Medium
111,20,305,17,96,362496,East,Teen,Medium
289,33,103,37,157,359351,South,Teen,High
187,12,39,17,45,477100,South,Teen,High
77,7,152,15,7,384024,North,Teen,Medium
45,23,245,20,125,432762,East,Teen,Low
85,70,319,9,81,419538,South,Teen,Low
267,78,69,3,99,208438,East,Child,Medium
273,26,222,7,17,292588,South,Teen,High
63,50,156,18,109,424526,East,Teen,Low
116,17,318,39,22,191908,North,Teen,High
61,37,100,39,41,67442,East,Child,Medium
246,9,166,8,175,368580,South,Teen,High
281,31,173,29,166,296447,West,Child,High
186,28,328,16,59,178934,North,Child,Medium
298,71,298,39,56,484136,North,Child,High
108,67,168,14,40,171751,West,Child,Low
197,52,81,3,118,62686,South,Teen,Low
216,67,46,5,56,93604,North,Teen,Low
286,16,194,15,23,453572,West,Teen,High
287,32,42,25,144,308409,West,Teen,High
93,48,219,36,96,91163,East,Teen,Medium
27,47,293,22,143,471009,East,Teen,Low
183,21,341,12,52,52491,South,Child,Medium
104,44,250,16,105,398886,West,Child,Low
91,53,133,26,103,109382,East,Teen,Low
74,61,227,21,148,391608,South,Teen,Low
66,68,329,36,51,351916,North,Teen,Low
257,79,198,18,71,127096,East,Teen,Medium
123,61,178,38,35,57011,South,Teen,Medium
229,78,278,34,80,487734,East,Teen,Medium
61,78,285,12,12,471849,North,Child,Low
287,74,71,13,48,185934,North,Child,Medium
282,47,231,30,39,350262,East,Teen,High
278,27,273,1,18,305178,North,Teen,High
133,31,186,38,114,375993,South,Teen,High
59,62,315,36,8,226375,East,Child,Low
239,41,311,13,149,454919,East,Child,Medium
148,10,267,8,116,173793,North,Child,Medium
27,69,48,9,73,420059,South,Child,Low
120,10,82,6,156,65096,East,Child,Medium
195,54,114,27,53,372191,East,Teen,Medium
126,26,302,24,59,260714,North,Teen,Medium
120,29,242,27,155,378035,North,Child,Medium
279,76,133,1,85,168160,South,Teen,Medium
265,55,221,16,144,58432,South,Child,Medium
294,52,206,3,143,458916,North,Child,Medium
51,74,176,12,119,174790,South,Child,Low
156,69,110,17,79,369006,West,Teen,Low
31,64,222,2,102,468412,West,Teen,Low
35,50,66,36,131,147186,North,Teen,Low
148,40,183,32,115,358762,East,Teen,Medium
82,62,159,23,105,132774,North,Teen,Low
128,42,88,7,118,422383,North,Child,Low
40,15,253,34,33,310624,North,Child,Medium
177,16,278,1,66,109658,East,Child,Medium
288,46,269,32,57,143312,West,Teen,High
181,43,322,11,121,433195,South,Teen,Medium
279,75,316,21,95,178081,West,Teen,Medium
121,15,233,12,110,449920,South,Child,Medium
242,40,128,9,90,397688,South,Child,Medium
78,56,205,16,132,196451,North,Child,Low
266,35,291,4,104,104598,North,Teen,Medium
147,37,300,8,98,354164,South,Teen,Low
44,17,172,12,80,58573,East,Child,Low
150,22,218,22,7,465631,East,Child,Medium
215,45,301,29,85,378812,East,Child,High
173,62,49,3,109,363772,East,Child,Low
152,60,329,20,36,102287,North,Teen,Low
246,28,75,8,12,425982,West,Child,High
208,77,124,6,91,313088,West,Teen,Low
284,35,93,15,34,449056,South,Teen,High
153,59,160,22,147,496330,East,Teen,Medium
230,14,38,22,78,351586,North,Teen,High
79,64,232,30,127,308153,North,Teen,Low
232,6,327,4,125,224561,North,Child,High
235,19,203,5,42,226333,South,Teen,Medium
245,7,102,0,147,356422,North,Child,High
150,47,113,27,162,345746,South,Child,Medium
95,35,88,17,178,332278,South,Teen,Low
296,74,50,23,158,381864,South,Child,High
175,71,186,12,119,384858,South,Child,Low
267,60,348,32,113,213726,North,Child,High
237,67,90,9,82,251599,North,Child,Medium
209,79,93,6,40,320290,West,Teen,Low
182,19,197,36,94,162188,North,Child,High
199,14,232,31,163,238622,East,Child,High
53,42,158,21,44,271157,East,Teen,Low
60,51,274,15,78,430366,South,Teen,Low
94,61,135,23,50,428884,South,Teen,Low
298,54,151,13,111,275490,South,Teen,High
195,75,347,10,174,418599,West,Teen,Low
169,19,211,18,150,246636,South,Child,Medium
292,22,132,22,104,238603,West,Teen,High
127,6,345,33,168,133780,South,Child,High
158,47,331,39,65,189006,East,Teen,Medium
290,30,290,12,172,407525,South,Child,High
231,75,142,38,7,281948,North,Child,High
291,42,99,27,86,229121,South,Teen,High
85,46,189,39,11,418499,North,Child,Medium
267,9,269,15,35,498496,North,Teen,High
175,15,40,27,69,145597,North,Child,High
66,69,167,3,99,496620,North,Teen,Low
220,38,196,27,68,52127,West,Child,High
167,5,276,11,81,256691,West,Child,Medium
143,6,60,15,7,243808,South,Teen,Medium
20,24,41,35,97,200163,South,Teen,Low
266,65,272,19,39,453149,West,Teen,Medium
147,25,137,25,19,437697,South,Teen,Medium
210,72,223,25,25,328021,South,Teen,Medium
86,16,337,21,66,477797,West,Teen,Medium
23,26,162,8,87,324663,West,Teen,Low
162,24,310,4,160,58351,South,Teen,Medium
210,5,320,16,8,435367,West,Teen,High
40,34,192,33,145,458864,East,Teen,Low
246,28,307,1,171,369692,North,Child,Medium
136,18,232,6,71,159538,North,Child,Medium
161,40,125,35,98,405141,East,Teen,High
58,73,252,12,62,243895,East,Teen,Low
271,79,266,19,134,437741,South,Child,Medium
